Id,SalePrice
1461,121815.05170547937
1462,158396.82899833482
1463,176832.85777370565
1464,184990.7193376401
1465,196860.2156499171
1466,175566.46342005793
1467,180775.2809011945
1468,167939.13085726099
1469,170325.40348711459
1470,121112.21207447203
1471,189425.57167163392
1472,95354.1655431242
1473,94712.93195149761
1474,150391.23945317697
1475,140575.446046427
1476,373781.9150984499
1477,253208.98163515617
1478,296556.59556217684
1479,252304.94298855096
1480,501638.7324164392
1481,298313.92277648486
1482,197317.2286844575
1483,162722.60737962174
1484,171287.24185143234
1485,167916.03264107238
1486,189964.41437909316
1487,336307.9978248627
1488,231163.013221917
1489,206906.9718357653
1490,218034.42666585816
1491,187167.23440849225
1492,83352.92693035511
1493,195730.20651053693
1494,282620.951465077
1495,262735.52864843176
1496,229068.88141808874
1497,190005.80877603174
1498,154526.13061062858
1499,154040.1964780437
1500,147686.46123553804
1501,173476.59825730373
1502,159752.594552609
1503,301891.61168801313
1504,234679.8917224775
1505,224940.4337055878
1506,178464.21825245736
1507,238336.17853922807
1508,219180.05496990812
1509,162925.568667671
1510,150774.34828510857
1511,141819.74636357732
1512,165926.56680724377
1513,141650.93714267752
1514,198668.11131975238
1515,196241.8363443427
1516,157853.03889306175
1517,157658.43347201546
1518,116312.36058460442
1519,226084.6135701832
1520,133190.1828568152
1521,140062.7610800129
1522,168479.97132659092
1523,120866.34871431823
1524,125744.4781667847
1525,126703.58781999673
1526,118748.81676031431
1527,100238.01356754736
1528,133435.42379000582
1529,146603.58585722328
1530,179050.70445915245
1531,111552.8024537247
1532,95787.37744380807
1533,147280.59189023485
1534,127473.10049618667
1535,158556.9040586696
1536,105438.90075400294
1537,64813.54882166418
1538,187835.11604975516
1539,241935.1710679834
1540,91277.57287068918
1541,155914.03961692168
1542,146046.59248466213
1543,213510.40759653272
1544,73453.68144507435
1545,108975.84719943056
1546,122776.46434383608
1547,136645.1331344048
1548,137639.503097079
1549,116604.03141773658
1550,139526.8568379779
1551,116605.25482166559
1552,131731.23512632857
1553,157373.06122749962
1554,115551.06169637182
1555,184052.99908287302
1556,77158.31652819205
1557,112818.54648683744
1558,91034.62401394868
1559,93997.33876061122
1560,150238.0778529046
1561,115841.37889433307
1562,127574.57299612537
1563,120974.29487875997
1564,155679.13133577816
1565,145724.03930722372
1566,232160.8517846624
1567,70992.01043063302
1568,237065.22869027723
1569,145211.72314975865
1570,127936.15663203681
1571,127064.21408431983
1572,143676.25298835846
1573,257872.5262540748
1574,111304.40753710523
1575,210807.5185930221
1576,236064.31394590592
1577,197290.024637354
1578,157991.5046109213
1579,146910.56320164006
1580,199792.75685744124
1581,148235.9290312611
1582,131111.39124507256
1583,343561.7891652833
1584,230773.5609079287
1585,142035.15451555056
1586,71382.77586050969
1587,96613.54072081811
1588,148377.7558545058
1589,89257.55724922354
1590,137876.60044154877
1591,106264.10055882556
1592,134079.74598482234
1593,126447.27312340586
1594,131702.5890237542
1595,107363.46028331608
1596,255019.65962297522
1597,171311.82545387716
1598,189520.79229752545
1599,210874.79193953754
1600,191368.40797184128
1601,68732.93560930667
1602,115400.18703789891
1603,88161.87885621392
1604,282469.20878420485
1605,250137.29846680112
1606,183459.792919892
1607,143667.85226442898
1608,212199.9404599019
1609,204256.9178010516
1610,158518.7615612091
1611,147866.42664319728
1612,153222.93142122895
1613,161434.1970566939
1614,122584.90514583937
1615,82704.66626938651
1616,77130.9782368123
1617,87106.6542717323
1618,130723.0347586758
1619,137506.9567971455
1620,147436.27969191555
1621,144575.08871621944
1622,153853.04397948863
1623,299722.69893683196
1624,220281.9013397117
1625,121097.95515964422
1626,162237.44787475272
1627,184235.65352176104
1628,248862.29214527446
1629,172097.8377216862
1630,381085.0789240927
1631,226102.11666978305
1632,250406.39440796754
1633,165261.38606930003
1634,183585.13574511552
1635,175574.42032617837
1636,161339.1689103193
1637,164941.45201024425
1638,191982.59681872246
1639,183959.48033469252
1640,250522.2875472519
1641,185266.00707763204
1642,208878.52652273656
1643,214608.23448220894
1644,231106.64837016287
1645,182979.08319950555
1646,156934.59418115165
1647,156916.65930427134
1648,129136.25641100257
1649,139295.95217856282
1650,117344.93736133883
1651,123606.42758756039
1652,94068.41320090293
1653,95681.93789452109
1654,150775.7440680857
1655,153480.6600969161
1656,148391.45204540086
1657,151055.36318111498
1658,150078.39609796248
1659,149332.07606092468
1660,150438.53480564937
1661,470885.1925490624
1662,418904.24430521997
1663,346524.208233688
1664,525754.4024843137
1665,324726.9634535573
1666,354746.56148444733
1667,361247.2536327762
1668,318835.58972120454
1669,301674.50661998114
1670,347607.0840560755
1671,267730.830693335
1672,504977.5329828114
1673,302205.5115129318
1674,245115.8723518548
1675,187961.0749784315
1676,190635.71202908427
1677,222165.36088594788
1678,468585.8022865332
1679,447939.55568322155
1680,324161.33341236744
1681,289036.25059000676
1682,303113.8868843705
1683,182418.61058022227
1684,164480.41732477167
1685,177688.77188204485
1686,171922.76128514155
1687,162832.8378025356
1688,179446.57042064125
1689,187138.44057962525
1690,179050.72026280125
1691,171940.05175194764
1692,260371.63584082943
1693,165597.6077019611
1694,182035.49283461922
1695,164587.6454659468
1696,266935.34778228303
1697,169833.53000159207
1698,399781.94330491323
1699,306601.44949787844
1700,253466.41977477804
1701,269258.6719099195
1702,245992.03140485156
1703,258271.8772115784
1704,285209.1629985735
1705,238956.37121475762
1706,492941.1691959503
1707,226350.06008083012
1708,204374.81520461862
1709,284888.2337521802
1710,224907.54670842513
1711,265508.6047467455
1712,244522.5084845933
1713,269104.79502882354
1714,223027.2939737987
1715,199692.47067872787
1716,193269.9465010748
1717,180675.09749051716
1718,131417.5724184585
1719,190932.37968165686
1720,256264.4061133678
1721,170945.6366899077
1722,122848.89883549511
1723,156914.8490878936
1724,205229.4041316068
1725,234197.4813116074
1726,193962.02534125766
1727,155126.50945062225
1728,180091.15493926842
1729,161036.99128752283
1730,164954.2135293882
1731,122505.03941545387
1732,126817.39352436284
1733,116068.07661584858
1734,120913.79119800327
1735,127915.98407446509
1736,117705.03912956928
1737,365476.9705498622
1738,227834.62407169474
1739,322857.72566427774
1740,225386.7300950667
1741,198110.13072258388
1742,177424.79686374313
1743,170874.52834843117
1744,311149.9083232275
1745,222619.06857582967
1746,253901.87901488523
1747,215306.73355394
1748,217679.12385550575
1749,154315.77329870136
1750,137217.8986581305
1751,237089.21222925387
1752,120500.69610976458
1753,131351.2778562724
1754,198814.8308188809
1755,162027.12995196882
1756,125106.28975998549
1757,123028.43335575885
1758,140102.10670102792
1759,174691.5503867078
1760,154384.42078126522
1761,139627.00019567498
1762,166265.51597636758
1763,172347.76966828617
1764,114461.1795166298
1765,162118.3406396001
1766,167877.69129599232
1767,242945.3200779706
1768,143583.96064778662
1769,174898.42656242952
1770,141709.78520532133
1771,126501.02056960102
1772,142767.371633496
1773,136057.4012751138
1774,120334.3683563295
1775,135578.31745585834
1776,128875.96552626092
1777,119073.58579350323
1778,133924.05958055198
1779,109481.33011346252
1780,172965.2920066116
1781,130425.27060565373
1782,101297.19518974697
1783,137923.7113383971
1784,95676.87649434738
1785,119357.51543456448
1786,120484.1273421846
1787,163078.8466330009
1788,62918.232109959594
1789,97516.61939823635
1790,74612.42672139978
1791,194688.1967464329
1792,156865.97413990623
1793,127781.66571412566
1794,146226.36287815572
1795,136451.031782895
1796,129211.80561474957
1797,108711.17259673054
1798,122869.65848012817
1799,116193.9344813392
1800,121739.91864214966
1801,131724.39844581377
1802,152486.48611626434
1803,147132.81722489954
1804,144191.24955419326
1805,132256.49394093288
1806,109159.16207288735
1807,129896.73602254807
1808,121369.18791038211
1809,125261.50380287466
1810,144734.53591484483
1811,100239.70964928452
1812,98578.52024289305
1813,127725.86214293806
1814,90251.06162500099
1815,55580.17432960348
1816,101237.1068840756
1817,109884.2372957808
1818,137192.02106158924
1819,109002.9699328279
1820,66685.95230371611
1821,108602.25018115227
1822,158624.58729560164
1823,52523.20040331332
1824,146365.2438551637
1825,135499.5693658997
1826,98669.95071099885
1827,105231.1343446525
1828,146446.64498427254
1829,113553.74169201235
1830,149155.07520436676
1831,153698.57053696658
1832,76584.66550114415
1833,133332.43767335836
1834,125971.86364537432
1835,147075.66353364522
1836,126929.84051684474
1837,80850.65402241689
1838,117155.6656948528
1839,86283.60380558163
1840,169985.68990007378
1841,157674.38234447746
1842,73626.46751300008
1843,141031.9297503694
1844,136275.06157076906
1845,130513.56369400052
1846,149855.0508502136
1847,147423.01139061028
1848,46724.027028517114
1849,106771.50696555067
1850,120707.61448360435
1851,160754.55293031692
1852,125330.70506748291
1853,130830.20968306776
1854,172338.61593000873
1855,144711.23659159
1856,219524.89619862012
1857,173878.6559859068
1858,139786.5539111
1859,115425.16741371833
1860,146482.2815687822
1861,116250.08190399586
1862,320185.8819566322
1863,315997.86243483325
1864,315997.86243483325
1865,347066.7097111753
1866,339188.85789124557
1867,246871.50116052653
1868,304177.4623799405
1869,207708.00347901077
1870,249593.60337014453
1871,259390.2513689143
1872,169242.11973901134
1873,231316.60182694005
1874,141687.52464028285
1875,198288.17140402555
1876,192852.24329940137
1877,206533.58577209877
1878,209880.45642736024
1879,131868.68728262605
1880,137463.23835488645
1881,249588.13864542745
1882,242685.1951601586
1883,195609.83532547558
1884,211959.89445367194
1885,273584.3837864435
1886,296825.78329926915
1887,196742.47915992947
1888,300806.1400721275
1889,155729.34305551933
1890,147631.30329398595
1891,145251.9589584578
1892,110072.03665580449
1893,129424.44447282022
1894,129456.55619359891
1895,147851.60167320076
1896,128642.20315348203
1897,107258.51278133444
1898,107259.56633793387
1899,145810.10644550974
1900,148622.87722256852
1901,168399.07639114157
1902,132823.68603875418
1903,218127.5614501138
1904,141240.33058955992
1905,195052.72390374122
1906,165195.30381269802
1907,217409.05394415124
1908,122027.14648023772
1909,143638.01882875216
1910,125845.23332751362
1911,207958.91791305982
1912,281414.6882583386
1913,145134.94254176007
1914,69374.40955926836
1915,342348.00977948913
1916,64554.35924092812
1917,253504.67859632848
1918,146113.42202418327
1919,171895.21610069898
1920,152944.85266662188
1921,472827.6593577597
1922,305851.26675171684
1923,211130.29786189855
1924,232872.65302050946
1925,219759.3101322727
1926,373597.69236571895
1927,132101.81942223493
1928,153922.0004417087
1929,132373.8997963405
1930,130982.69295245243
1931,145452.8416517201
1932,143401.29848404464
1933,186669.99946910187
1934,176223.6323589459
1935,176307.13562937765
1936,182654.05593851762
1937,180211.14429176511
1938,173366.30863901792
1939,242648.79245697218
1940,198453.14344055086
1941,174483.34163337125
1942,196986.39782542587
1943,186934.7173049893
1944,327116.1285747925
1945,394831.70076577243
1946,180284.85177844387
1947,314027.89754744316
1948,168655.36163318664
1949,236917.23878542977
1950,174949.64718880848
1951,235628.3083796912
1952,212122.5100070807
1953,174000.4740957436
1954,191672.63246810174
1955,129886.51416217197
1956,315112.96334701707
1957,160080.0356274095
1958,288744.5194198164
1959,133070.1791239167
1960,114093.03136335632
1961,119665.1331330437
1962,97090.29595908475
1963,104065.00070137142
1964,107939.30020456284
1965,148712.07908882626
1966,150605.33351175475
1967,311220.0806070751
1968,474083.0005967319
1969,435682.38951191277
1970,489628.88398830115
1971,443033.31120444566
1972,392286.5473971676
1973,254706.80524037193
1974,297398.7897632222
1975,490388.7883752341
1976,268957.48889242107
1977,357429.31307528546
1978,400732.182107198
1979,314861.6170303234
1980,192163.89610395927
1981,309062.4971098674
1982,226460.28503422742
1983,207456.51521935285
1984,165686.52025395786
1985,207747.16574439828
1986,196747.58506745132
1987,177620.42949422766
1988,177570.6620799198
1989,186514.11279374405
1990,219416.3612318714
1991,235939.60197285184
1992,208069.3130493395
1993,164532.39818711093
1994,250276.42201219543
1995,176917.2182852829
1996,237149.4813080212
1997,296244.52004418685
1998,343907.04116873775
1999,263758.877683191
2000,300036.1959154823
2001,257301.6220747158
2002,228165.66223354966
2003,237064.77908445732
2004,269786.95619996765
2005,246868.7552345819
2006,241832.3154678974
2007,241548.08386793578
2008,210941.11364893735
2009,189239.96140392357
2010,192250.37899234233
2011,147666.1911371154
2012,174746.59722624547
2013,187437.90986931993
2014,187653.41532698073
2015,200284.38356066626
2016,190939.9323540153
2017,199437.66538374836
2018,122475.45016497286
2019,130795.7201841219
2020,103968.87275981322
2021,111115.06075429065
2022,189332.34926908588
2023,147183.7589322739
2024,242382.96375202705
2025,372804.3251751906
2026,170856.8185432527
2027,145417.5179100035
2028,158378.92830255738
2029,185214.88206240325
2030,279423.0465486535
2031,268250.6431580531
2032,286427.3633270697
2033,252315.5121443626
2034,165311.72959286993
2035,206414.53061015598
2036,186447.45492886906
2037,197068.77018859077
2038,336320.0986166041
2039,208245.29183884733
2040,428444.6702093651
2041,276603.49101646215
2042,201739.7474707899
2043,171509.1337117067
2044,165631.40512197703
2045,229300.84168156903
2046,124565.40485154532
2047,147220.12574296782
2048,138070.8524671785
2049,135448.60099432594
2050,185304.28233259634
2051,107237.29254310038
2052,128541.13775255969
2053,146571.15663604136
2054,86379.68360229448
2055,153806.28091949312
2056,132120.78110499744
2057,120275.64145030559
2058,246697.16508205497
2059,130408.99294168157
2060,169950.4074497506
2061,171723.2301837355
2062,134234.929276685
2063,114155.12577514273
2064,145624.02380546802
2065,127227.84592655399
2066,176118.30098925802
2067,110216.36056489924
2068,118882.98237308301
2069,83112.85483125763
2070,118737.79584908667
2071,94938.43451218838
2072,130376.1257275975
2073,138604.9202518771
2074,170528.6882777086
2075,146830.06886277656
2076,120284.98431244257
2077,157867.27015038652
2078,126736.8546529538
2079,124267.68321696855
2080,119370.14591886896
2081,123561.6611390785
2082,125574.90739030852
2083,138121.67251873165
2084,112169.34067014907
2085,125363.33321212325
2086,131639.1236768494
2087,116707.23465177066
2088,90588.91476794484
2089,86877.68424507268
2090,143972.11870670793
2091,122411.75997744552
2092,136558.96556351113
2093,124257.19709237646
2094,127734.48273334204
2095,154304.71446580245
2096,76036.82445279977
2097,93796.43509285092
2098,146058.23537680312
2099,59058.77458781039
2100,89925.73929827251
2101,128131.6968228334
2102,133457.4567003893
2103,103748.38638913436
2104,121274.47691955106
2105,133809.34290528347
2106,58739.129188321596
2107,232046.13277477594
2108,119345.62269993512
2109,111001.69243842845
2110,131872.03928489896
2111,141085.96949154782
2112,134741.33419280604
2113,118029.02875137144
2114,110459.63143526179
2115,151811.27580945718
2116,125349.10701335606
2117,159393.01941484437
2118,119079.56850904589
2119,105766.69097759743
2120,103174.07920046993
2121,92978.63594645054
2122,102970.58475387108
2123,82195.87776210123
2124,160909.6897923912
2125,119958.93597995678
2126,153282.51516528995
2127,146762.80661748408
2128,126071.94834386159
2129,104954.71987035689
2130,147445.53509356515
2131,150397.1307862617
2132,119412.15229803747
2133,115336.50513898152
2134,115555.30225277254
2135,96690.40198945906
2136,62073.24020329818
2137,115851.20863692732
2138,135404.28759227012
2139,154047.78253679935
2140,142399.32477314578
2141,142539.79598496927
2142,130654.81350847632
2143,145312.77873728084
2144,111612.62154915591
2145,132278.10285020928
2146,158152.1997957309
2147,140238.24430748168
2148,128692.16789973105
2149,139696.56642582943
2150,242204.7290810139
2151,124141.31927601963
2152,175214.90014794446
2153,158909.24395234667
2154,107633.27013538609
2155,142499.52951614987
2156,245256.85112975177
2157,225021.90044071584
2158,249345.49136677972
2159,206792.91071906616
2160,163180.43203523004
2161,235553.20169427336
2162,459868.7428002601
2163,349193.83203181694
2164,242461.96254885456
2165,188033.42655462137
2166,150881.40935100729
2167,195843.47208785397
2168,218536.98259040812
2169,195620.76471917747
2170,221871.19788148542
2171,144667.30669893403
2172,135154.44226524024
2173,175383.91252468186
2174,231414.24567479902
2175,304705.3973060644
2176,349781.4159096367
2177,245575.7490978901
2178,206780.59385105124
2179,141932.67939568183
2180,226136.35779354203
2181,185560.51846854898
2182,219071.40801666403
2183,191210.7214658404
2184,133543.09781744092
2185,118333.52140865893
2186,141820.51806077693
2187,148548.05319772934
2188,156549.56589729188
2189,171765.2008323048
2190,89939.0255606435
2191,89755.79790951911
2192,95805.70118095116
2193,103788.2251275687
2194,108864.13089873557
2195,112108.6889809906
2196,106566.68799877724
2197,116272.92423089751
2198,169792.87086950062
2199,170039.93452251115
2200,139760.10693653082
2201,133635.45562561913
2202,200589.07231077948
2203,166094.218573691
2204,185505.3130189248
2205,111959.52415209152
2206,148436.8665976664
2207,223386.24145632255
2208,244582.55049408463
2209,212686.49532384585
2210,127971.65848297051
2211,106755.53250036758
2212,113135.88064805309
2213,106641.87197032028
2214,125931.32941308136
2215,99498.72520553674
2216,135360.71187209495
2217,71110.09038280751
2218,80168.30206599605
2219,72111.64358795845
2220,78633.9872952074
2221,345440.9049531423
2222,251150.81644447125
2223,252228.68060408247
2224,202111.57895692522
2225,125808.13504899609
2226,197325.06904426796
2227,188749.1233875129
2228,274239.5730359901
2229,235432.59114159585
2230,161885.48921828813
2231,216067.56395815447
2232,169925.4685609888
2233,172709.3930487276
2234,259627.60791858466
2235,211796.9355479093
2236,267936.70193603344
2237,346524.1987015245
2238,198970.6447759195
2239,116102.44485395205
2240,161899.00954419325
2241,158340.27634374314
2242,130275.21106633788
2243,128672.45512852364
2244,102688.13264020273
2245,97079.25755877084
2246,143379.76302550265
2247,102545.9683708771
2248,131859.64316620067
2249,129075.30569931089
2250,135829.07387076796
2251,110237.76953387274
2252,179067.77018847037
2253,156292.55446978682
2254,180943.97202862508
2255,188124.9106456598
2256,183258.76350216923
2257,200438.4742963193
2258,165347.23628095456
2259,179055.7160892797
2260,147875.31647599218
2261,179180.0254810069
2262,197102.17188030758
2263,329804.168164961
2264,387155.7071879784
2265,159707.17570296695
2266,294295.10038160265
2267,379433.92621658393
2268,356660.98061140283
2269,138903.05524709832
2270,178431.49466879043
2271,218335.13430389622
2272,191756.4813077343
2273,162889.6548041579
2274,178001.88907869995
2275,153943.80464845715
2276,184668.4142185189
2277,190368.85132906868
2278,148177.23297744044
2279,123334.36807085939
2280,115981.66268735932
2281,172065.9230341509
2282,178202.6079348592
2283,97822.93926756004
2284,108410.25123197885
2285,153212.67950439866
